,hotel,star,review,preprocessed_review,date,star_label,helpful,sentiment
5913,휘슬락 호텔,5.0,공항이랑 가까워서 이용하기 넘 조아요~~,공항이랑 가까워서 이용하기 너무 좋아요,2020-07-23,1.0,1.0,긍정
5914,휘슬락 호텔,5.0,"제주도올때마다 공항근처호텔은 여기이용해요
깔끔하고 군더더기 없어요 추천합니다",제주도 올 때마다 공항 근처 호텔은 여기 이용해요 깔끔하고 군더더기 없어요 추천합니다,2020-07-21,1.0,1.0,긍정
5915,휘슬락 호텔,5.0,두번째 머무는곳인데 갈때마다 넘 좋네요 위치도 좋구요 담에 또 이용할게요,두 번째 머무는 곳인데 갈 때마다 너무 좋네요 위치도 좋고요 담에 또 이용할게요,2020-07-19,1.0,1.0,긍정
5916,휘슬락 호텔,5.0,"침구도 포근하고, 방도 욕실도 깨끗하고, 테라스도 좋았고 다 좋았는데 방음이 살짝 아쉬워요. 그래도 잘 자고 공항도 가까워서 편했어요 :)",침구도 포근하고 방도 욕실도 깨끗하고 테라스도 좋았고 다 좋았는데 방음이 살짝 아쉬워요 그래도 잘 자고 공항도 가까워서 편했어요 ,2020-07-16,1.0,1.0,긍정
5917,휘슬락 호텔,4.0,좋아요 뷰는 기대안해서 크게다를게없었고 생각보다 좋았어요,좋아요 경치는 기대 안 해서 크게 다를 게 없었고 생각보다 좋았어요,2020-07-14,1.0,1.0,긍정
5918,휘슬락 호텔,3.0,"편의성이나 교통, 위치는 완벽하게 좋으나 주차공간 완전 부족하고 청결면이나 직원의 친절도는 많이 떨어집니다.",편의성이나 교통 위치는 완벽하게 좋으나 주차공간 정말 부족하고 청결 면이나 직원의 친절도는 많이 떨어집니다,2020-07-12,0.0,1.0,부정
5919,휘슬락 호텔,4.0,문이 열리지 않아서 조금 고생했지만 나름 시설은 괜찮았어요 바다 뷰라 경관도 좋았슴니다,문이 열리지 않아서 조금 고생했지만 나름 시설은 괜찮았어요 바다 경치러 경관도 좋았습니다,2020-07-08,1.0,1.0,긍정
5920,휘슬락 호텔,5.0,위치가 최고에요 주변에 맛집많아용,위치가 최고예요 주변에 맛 집 많아요,2020-07-06,1.0,1.0,긍정
5921,휘슬락 호텔,5.0,가성비너무 좋아요 특히 침대 정말 커요  침구류도 좋아서 잘쉬었어요, 구성비  너무 좋아요 특히 침대 정말 커요  침구류도 좋아서 잘 쉬었어요,2020-07-05,1.0,1.0,긍정
5922,휘슬락 호텔,5.0,주차도 알아서 해주시고 숙소도 깨끗하고 위치도 좋았어요~ 다음에 또 이용할게요.,주차도 알아서 해주시고 숙소도 깨끗하고 위치도 좋았어요 다음에 또 이용할게요,2020-06-29,1.0,1.0,긍정
5923,휘슬락 호텔,4.0,"다른건 다좋은데 객실 청결이 너무 별로였어요..
테이블 위에는 끈적이는게 있어서 닦았고 슬리퍼에도 기름같은거 묻어있고 변기도 소변 얼룩같은거 있어서 너무 불쾌했습니다.. 다음엔 청소에 조금 더 신경 써주세요ㅠㅠ그리고 수건도 너무 너덜너덜... ㅠㅠ
다른건 다 좋았어요 ㅎㅎ",다른 건 다 좋은데 객실 청결이 너무 별로였어요 테이블 위에는 끈적이는 게 있어서 닦았고 슬리퍼에도 기름 같은 거 묻어있고 변기도 소변 얼룩 같은 거 있어서 너무 불쾌했습니다 다음엔 청소에 조금 더 신경 써주세요 그리고 수건도 너무 너덜너덜 다른 건 다 좋았어요 ,2020-06-28,1.0,1.0,긍정
5924,휘슬락 호텔,4.0,"위치도좋고 숙소깨끗 화장실도깨끗해서좋았음
침구도좋앗듬.
근데 좀 눅눅했고 항구뷰라고해서 잡았는데 건물에 가려서 거의 안보임 그냥 오션뷰할걸그랬음",위치도 좋고 숙소 깨끗 화장실도깨끗해서좋았음침구도좋앗듬근데 좀 눅눅했고 항구 경치라고 해서 잡았는데 건물에 가려서 거의 안 보임 그냥 오션경치 할 걸 그랬음,2020-06-23,1.0,1.0,긍정
5925,휘슬락 호텔,4.0,"사진빨 좀 있음ㅋ
항구뷰는ㅋㅋㅋㅋㅋ 후지다 ㅋㅋㅋㅋㅋ
돈 좀 더내고 업그레이드 하는게 낫고... 음ㅋㅋㅋ
너무 기대를 하고 갔음",사진발 좀 있음 항구 경치는 후지다 돈 좀 더 내고 업그레이드하는 게 낫고 음나무 기대를 하고 갔음,2020-06-22,1.0,1.0,긍정
5926,휘슬락 호텔,2.0,주차장이 좁고 호텔에 가운 하나 없네요,주차장이 좁고 호텔에 가운 하나 없네요,2020-06-21,0.0,1.0,부정
5927,휘슬락 호텔,5.0,"일단 접근성은 최고입니다! 어디든 다 가요 
바로 앞에 공원? 도 잇어서 사람들 치맥도 많이하고 운동도 하고 회센터나 편의점도 잇어서 걱정은 없엇어요 
다만 수영장 이용해보려 문의햇는데 아직 개장 전이라 20시까지만 시범운영한다고 해놓고 밤에 객실에서 내려다 보니 사람들 들어가서 잘만 놀고 잇대요..",일단 접근성은 최고입니다 어디든 다 가요 바로 앞에 공원 도 있어서 사람들 치맥도 많이 하고 운동도 하고 회 센터나 편의점도 있어서 걱정은 없었어요 다만 수영장 이용해보려 문의했는데 아직 개장 전이라 시까지만 시범운영한다고 해놓고 밤에 객실에서 내려다보니 사람들 들어가서 잘만 놀고 잇대요,2020-06-20,1.0,1.0,긍정
5928,휘슬락 호텔,1.0,청소가 재대로 되잇지 않앗고 직원들은 서비스 좋으십니다,청소가 제대로 되잇지 않았고 직원들은 서비스 좋으십니다,2020-06-18,0.0,1.0,부정
5929,휘슬락 호텔,5.0,위치도 좋고 깨끗하고 만족스러웠습니다.,위치도 좋고 깨끗하고 만족스러웠습니다,2020-06-16,1.0,1.0,긍정
5930,휘슬락 호텔,5.0,"위치나 편의성은 정말 좋았어요
프론트에 직원 세분이 계셨지만 투숙객이 많아서 그런지 다들 정신이 없으셨고 로보트랑 얘기하는줄 알았습니다..
주차장은 넓었지만 주차하기는 힘들었어요
이건 저희가 늦게간 탓이예요 ㅎㅎ
그리고 식음료팀에 계신 여자직원들은 정말 친절하셨어요
룸컨디션 만족합니다!더보기",위치나 편의성은 정말 좋았어요 프런트에 직원 세 분이 계셨지만 투숙객이 많아서 그런지 다들 정신이 없으셨고 로봇이랑 얘기하는 줄 알았습니다 주차장은 넓었지만 주차하기는 힘들었어요이건 저희가 늦게 간 탓이에요 그리고 식음료팀에 계신 여자 직원들은 정말 친절하셨어요 룸 컨디션 만족합니다 ,2020-06-12,1.0,1.0,긍정
5931,휘슬락 호텔,5.0,"청결하고 바로 앞에 탑동공원도있고 편의점도 있어 편리했어요 어메니티 칫솔치약이 없어서 당황했네요ㅜㅜ 챙겨가세요
아그리고 수영장은 모르고갔는데 이용은 안했지만 엄청예뻤어요~
하늘색의 룸분위기도 맘에들어 다음번에도 이용하고싶어용",청결하고 바로 앞에 탑동공원도 있고 편의점도 있어 편리했어요 어메니티 칫솔치약이 없어서 당황했네요 챙겨가세요 아 그리고 수영장은 모르고 갔는데 이용은 안 했지만 엄청 예뻤어요 하늘색의 룸 분위기도 맘에 들어 다음번에도 이용하고 싶어요,2020-06-08,1.0,1.0,긍정
5932,휘슬락 호텔,1.0,"최악중의최악 
호텔인데 주차열악해서 밖에다가대야되고 
오션뷰는 사진이랑 느낌전혀다름
모텔수준의 방 컨디션에 방음안되고 
지저분하고 냄새나고 시끄럽고
드라이기는 다이소꺼 갖다놔도 그거보다낫겟어요 
공짜로자라고해도 다신안감더보기",최악 중의 최악 호텔인데 주차 열악해서 밖에다가 대야 되고 오션경치는 사진이랑 느낌 전혀 다름 모텔 수준의 방 컨디션에 방음 안되고 지저분하고 냄새나고 시끄럽고 드라이기는 다이소 꺼 갖다 놔도 그거보다 낫겠어요 공짜로 자라고 해도 다신 안감 ,2020-06-07,0.0,1.0,부정
5933,휘슬락 호텔,4.0,위치는 좋았어요 칫솔은 구매해야하는게 좀 아쉽네요,위치는 좋았어요 칫솔은 구매해야 하는 게 좀 아쉽네요,2020-06-07,1.0,1.0,긍정
5934,휘슬락 호텔,4.0,"제주시에서 숙박하시는분은 지리적으로 괜찮음
시설도 깔끔하고  추천할만함",제주시에서 숙박하시는 분은 지리적으로 괜찮음 시설도 깔끔하고  추천할만함,2020-06-06,1.0,1.0,긍정
5935,휘슬락 호텔,5.0,깔끔하고 제주가몬 항상 들리는곳,깔끔하고 제주가 몬 항상 들리는 곳,2020-06-03,1.0,0.0,긍정
5936,휘슬락 호텔,4.0,"다 좋았어요~~! 근데 뭔지모를 꿉꿉함이 잇엇네용,, 
날씨탓인지 뭔지는 모르겟지만,,! 좋앗어요!
근데 소음에 예민하신분들은 힘들것 같아요 
바로 앞이 바다광장이라 새벽까지 시끄러웟던거같아용
저는 잠들면 하나도 안들려서 상관없지만 
소리에 예민하신 분이라면 피하셔야할것 같네요!더보기",다 좋았어요 근데 뭔지 모를 꿉꿉함이 있었네요 날씨 탓인지 뭔지는 모르겠지만 좋았어요 근데 소음에 예민하신 분들은 힘들 것 같아요 바로 앞이 바다 광장이라 새벽까지 시끄러웠던 거 같아요 저는 잠들면 하나도 안 들려서 상관없지만 소리에 예민하신 분이라면 피하셔야 할 것 같네요 ,2020-06-03,1.0,1.0,긍정
5937,휘슬락 호텔,5.0,가격도 저렴하고 위치와 시설 좋아용,가격도 저렴하고 위치와 시설 좋아요,2020-06-02,1.0,1.0,긍정
5938,휘슬락 호텔,4.0,직원분 친절하시고 숙소도 깨끗해서 대만족! 주변에 횟집 많고 맥날도 있고 투썸에 마트 있도 무튼 있을거 다 있음! 강추합니다! 또 올게요~ :),직원분 친절하시고 숙소도 깨끗해서 대만족 주변에 횟집 많고 맥 나로도 있고 투썸에 마트 있도 아무튼 있을 거 다 있음 강추합니다 또 올게요 ,2020-06-01,1.0,1.0,긍정
5939,휘슬락 호텔,5.0,시설이나 청결도가 항상 깔끔해서 제주도 방문할때마다 항상 휘슬락으로 가게됩니다 몹시 청결해서 좋습니다,시설이나 청결도가 항상 깔끔해서 제주도 방문할 때마다 항상 휘쓸락으로 가게 됩니다 몹시 청결해서 좋습니다,2019-12-27,1.0,1.0,긍정
5940,휘슬락 호텔,5.0,전망도 좋고 너무 편했습니다,전망도 좋고 너무 편했습니다,2019-12-24,1.0,0.0,긍정
5941,휘슬락 호텔,5.0,룸 컨디션도 좋고 근처에 음식점도 많고 좋아요. 제주도에서 잘 쉬다 갑니다.,룸 컨디션도 좋고 근처에 음식점도 많고 좋아요 제주도에서 잘 쉬다 갑니다,2019-12-23,1.0,1.0,긍정
5942,휘슬락 호텔,4.0,제주도 호텔경험이 없어서 정말 머리 쥐나게 했어요~^^추천한 이유가 있어요 ㅎ 고급지고 이불베개도 푹신푹신ㅎ연인끼리 가족끼리 친구끼리 와도 추천 호텔앞에 탑동공원도 있고 주변횟집 돼지고기집은 있으나 비싸더군요 혼자는...와도 좋은데 옆방 아줌마ㅜㅜ 경상도분이신지 잠설쳤어요ㅠㅠ 애들뛰고 상식없고 문도 못열어서 소리하루종일나구 에효 왕짜증....,제주도 호텔 경험이 없어서 정말 머리 쥐나게 했어요 추천한 이유가 있어요  고급 지고 이불 베개도 푹신푹신 연인끼리 가족끼리 친구끼리 와도 추천 호텔 앞에 탑동공원도 있고 주변 횟집 돼지 고깃집은 있으나 비싸더군요 혼자는 와도 좋은데 옆방 아줌마 경상도 분이신지 잠 설쳤어요 애들 뛰고 상식 없고 문도 못 열어서 소리 하루 종일 나고 에효 왕짜증,2019-11-30,1.0,1.0,부정
5943,휘슬락 호텔,5.0,좋았습니다~~ 근데 화장실 물줄기 너무 약함,좋았습니다 근데 화장실 물줄기 너무 약함,2019-11-30,1.0,0.0,긍정
5944,휘슬락 호텔,5.0,항구쪽이라 조금 시끄러웠지만 괜찮았어요,항구 쪽이라 조금 시끄러웠지만 괜찮았어요,2019-11-30,1.0,0.0,긍정
5945,휘슬락 호텔,4.0,"깨끗하고 좋았어요! 다리미도 필요하다니까 바로 주시네요
샴푸랑 바디워시 는 있어요 다른 글에는 없다해서 올립니다~
칫솔 치약만 있고 그외는 없어요!",깨끗하고 좋았어요 다리미도 필요하다니까 바로 주시네요 샴푸랑 보디워시는 있어요 다른 글에는 없다 해서 올립니다 칫솔 치약만 있고 그 외는 없어요,2019-11-24,1.0,1.0,긍정
5946,휘슬락 호텔,4.0,"아쉽게도 주차공간이 적고 
객실 내부 전등이 계속 들어왔다 나갔다 하고 냉장고는 냉장이 안되네요ㅠ
깨끗하긴했어요",아쉽게도 주차공간이 적고 객실 내부 전등이 계속 들어왔다 나갔다 하고 냉장고는 냉장이 안 되네요 깨끗하긴 했어요,2019-11-23,1.0,1.0,긍정
5947,휘슬락 호텔,5.0,물  사야댐  욕조 곰팡이제거좀~,물  사야 댐  욕조 곰팡이 제거 좀,2019-11-14,1.0,0.0,긍정
5948,휘슬락 호텔,5.0,공항에서 멀지도 않고 깨끗하고 좋아요,공항에서 멀지도 않고 깨끗하고 좋아요,2019-11-08,1.0,1.0,긍정
5949,휘슬락 호텔,5.0,룸컨디션좋고 운좋게 얼리체크인 돼서 좋았습니다 직원들도 친절했구요,룸 컨디션 좋고 운 좋게 얼리체크인 돼서 좋았습니다 직원들도 친절했고요,2019-11-03,1.0,1.0,긍정
5950,휘슬락 호텔,5.0,방이 불편해서 바꿔달라고 하니 바로 바꿔주시고 내부도 깔끔하고 좋았습니다,방이 불편해서 바꿔달라고 하니 바로 바꿔주시고 내부도 깔끔하고 좋았습니다,2019-10-25,1.0,1.0,긍정
5951,휘슬락 호텔,5.0,위치와 룸컨디션도 너무 좋아요~,위치와 룸 컨디션도 너무 좋아요,2019-10-21,1.0,0.0,긍정
5952,휘슬락 호텔,5.0,제주도 올때마다 마지막날 이용하는 숙소,제주도 올 때마다 마지막 날 이용하는 숙소,2019-10-11,1.0,0.0,긍정
5953,휘슬락 호텔,5.0,깨끗하고 조용하고 너무 좋았어요 ㅋㅋㅋ 다음에도 이용하고하려고요!! 추천합니다^^,깨끗하고 조용하고 너무 좋았어요  다음에도 이용하고 하려고요 추천합니다,2019-09-24,1.0,1.0,긍정
5954,휘슬락 호텔,5.0,위치좋고 뷰좋고 객실에 치약없어서 놀랐지만 다 좋아요~~~,위치 좋고 경치 좋고 객실에 치약 없어서 놀랐지만 다 좋아요,2019-09-24,1.0,1.0,긍정
5955,휘슬락 호텔,5.0,룸 컨디션이 아주 좋았으며 대체적으로 모두다 만족스러웠음,룸 컨디션이 아주 좋았으며 대체적으로 모두 다 만족스러웠음,2019-09-19,1.0,0.0,긍정
5956,휘슬락 호텔,5.0,바다쪽이라 돌아다니기 좋아요!,바다 쪽이라 돌아다니기 좋아요,2019-09-15,1.0,0.0,긍정
5957,휘슬락 호텔,5.0,아주 좋아영 뷰가 좋앗습니다,아주 좋아요 경치가 좋았습니다,2019-09-09,1.0,0.0,긍정
5958,휘슬락 호텔,5.0,여긴 제주갈때마다 묵는 숙소인데 역시나 좋았습니다 친철하고 숙소도 깨끗해서 사용하기 좋았습니다,여긴 제주 갈 때마다 묵는 숙소인데 역시나 좋았습니다 친절하고 숙소도 깨끗해서 사용하기 좋았습니다,2019-09-09,1.0,1.0,긍정
5959,휘슬락 호텔,4.0,"잘쉬었다가 갑니다
다음엔 수영장도 이용하고싶네요",잘 쉬었다가 갑니다 다음엔 수영장도 이용하고 싶네요,2019-09-06,1.0,0.0,긍정
5960,휘슬락 호텔,5.0,"교통이너무좋았네요
편의점도 가깝고 근처 횟집 흑돼지거리도 좋앗구요
다음에도 들릴 의향있습니다
비가 오는 날이라 야외수영장을 못써서 아쉽네여",교통이 너무 좋았네요 편의점도 가깝고 근처 횟집 흑돼지 거리도 좋았고 요다음에도 들릴 의향 있습니다 비가 오는 날이라 야외수영장을 못써서 아쉽네요,2019-09-04,1.0,1.0,긍정
5961,휘슬락 호텔,5.0,"접근성 주변에 먹을곳은 짱입니다 
다만 방이 조금 작아요",접근성 주변에 먹을 곳은 짱입니다 다만 방이 조금 작아요,2019-09-03,1.0,1.0,긍정
5962,휘슬락 호텔,5.0,"공항에서 가까운 호텔이었고 
가성비가 좋은 호텔이었습니다.

직원들은 친절하였고 우산 대여 및 의약품도 잘 갖추고 있었습니다.
객실 내부의 정돈 상태도 괜찮았고
주변에 좋은 시설들이 함께 있어서 쾌적한 여행을 즐길 수 있었습니다.

좋은 호텔에 숙박하게 되어 감사합니다.더보기",공항에서 가까운 호텔이었고  구성비 가 좋은 호텔이었습니다 직원들은 친절하였고 우산 대여 및 의약품도 잘 갖추고 있었습니다 객실 내부의 정돈 상태도 괜찮았고 주변에 좋은 시설들이 함께 있어서 쾌적한 여행을 즐길 수 있었습니다 좋은 호텔에 숙박하게 되어 감사합니다 ,2019-09-02,1.0,1.0,긍정
5963,휘슬락 호텔,5.0,룸 업그레이드도 해주시고 직원분들이 너무 친절하게 응대해 주셔서 좋은 여행이 됐던거 같아용!!!!,룸 업그레이드도 해주시고 직원분들이 너무 친절하게 응대해 주셔서 좋은 여행이 됐던 거 같아요,2019-08-31,1.0,1.0,긍정
5964,휘슬락 호텔,5.0,깨끗하고 좋아요.단 가족끼리 갔는데 욕실커튼이 완전히 닫기지 않아 좀 민망했네요,깨끗하고 좋아요 단 가족끼리 갔는데 욕실 커튼이 완전히 닫기지 않아 좀 민망했네요,2019-08-29,1.0,1.0,긍정
5965,휘슬락 호텔,5.0,"3박4일로 묵었는데, 비가 와서 뷰를 많이 못 즐겼어요 ㅠㅠㅠ 무조건 오션뷰를 원해서 예약했는데, 너무 만족스러웠습니다! 근처에 음식점이나 기념품점도 있고 도보 10분만에 동문시장도 갈 수 있어서 좋았습니다! 강추!",박일로 묵었는데 비가 와서 경치를 많이 못 즐겼어요  무조건 오션경치를 원해서 예약했는데 너무 만족스러웠습니다 근처에 음식점이나 기념품점도 있고 도보 분만에 동문시장도 갈 수 있어서 좋았습니다 강추,2019-08-29,1.0,1.0,긍정
5966,휘슬락 호텔,3.0,오션뷰가 생각하던 오션뷰랑은 좀 다른거같이서 아쉬웠어요..,오션경치가 생각하던 오션경치랑은 좀 다른 거 같이 서 아쉬웠어요,2019-08-27,0.0,1.0,긍정
5967,휘슬락 호텔,5.0,가족을 위해 예약해주었던건데 만족해합니다. 공항에서도 가깝고 번화가랑도 가까워서 놀기에 좋네요.,가족을 위해 예약해주었던 건데 만족해합니다 공항에서도 가깝고 번화가랑도 가까워서 놀기에 좋네요,2019-08-27,1.0,1.0,긍정
5968,휘슬락 호텔,5.0,"공항에서도 가깝고 이동하기 편리했어요 
재방문의사 100%",공항에서도 가깝고 이동하기 편리했어요 재방문의 사,2019-08-25,1.0,1.0,긍정
5969,휘슬락 호텔,5.0,정말 직원분들 친절하시고 편하게 쉬다갑니다,정말 직원분들 친절하시고 편하게 쉬다 갑니다,2019-08-21,1.0,1.0,긍정
5970,휘슬락 호텔,4.0,시설 좋았고 서비스 괜찮았습니다,시설 좋았고 서비스 괜찮았습니다,2019-08-21,1.0,1.0,긍정
5971,휘슬락 호텔,2.0,내부 깨끗한데 비누 면도기 없고... 호텔에스에 비해 좁고 가격대비 많이 떨어짐,내부 깨끗한데 비누 면도기 없고 호텔 에스에 비해 좁고  구성비  많이 떨어짐,2019-08-20,0.0,1.0,부정
5972,휘슬락 호텔,5.0,너무 좋았어요 청결에 예민한데 너무 깨끗했네요 조식은 조금 별로였어요ㅎㅎ,너무 좋았어요 청결에 예민한데 너무 깨끗했네요 조식은 조금 별로였어요,2019-08-13,1.0,1.0,긍정
5973,휘슬락 호텔,5.0,다 좋앗어요 조금 아쉽다면 풀파티일때 뭔가 구성이 아쉬웟어요,다 좋았어요 조금 아쉽다면 풀 파티일 때 뭔가 구성이 아쉬웠어요,2019-08-12,1.0,0.0,긍정
5974,휘슬락 호텔,5.0,"두번째 방문이지만 늘 만족스러워요
샴푸&린스제품이라서 린스가 필요하신 분은 꼭 챙기셔야해요
5층에 머물렀는데 수압은 좀 약한 편이었어요(불편할 정도는 아님)
수영장이 꽤 넓고 깊어서 놀기 편했어요 다음에도 제주도 온다면 방문할 의사 있어요",두 번째 방문이지만 늘 만족스러워요 샴푸린스 제품이라서 린스가 필요하신 분은 꼭 챙기셔야 해요 층에 머물렀는데 수압은 좀 약한 편이었어요 불편할 정도는 아님 수영장이 꽤 넓고 깊어서 놀기 편했어요 다음에도 제주도 온다면 방문할 의사 있어요,2019-08-10,1.0,1.0,긍정
5975,휘슬락 호텔,5.0,바로 앞에 바다와! 주변에도 간단하게 할 게 잇어 좋앗어용,바로 앞에 바다와 주변에도 간단하게 할 게 있어 좋았어요,2019-08-07,1.0,1.0,긍정
5976,휘슬락 호텔,5.0,"제주도 갈 때마다 이용하는데, 깔끔하고 주변에 여러 식당들도 많고 공항도 가깝고 좋아요",제주도 갈 때마다 이용하는데 깔끔하고 주변에 여러 식당들도 많고 공항도 가깝고 좋아요,2019-08-04,1.0,1.0,긍정
5977,휘슬락 호텔,5.0,"주차장이 별로입니다.
없어요 주차장자리가.
한참걸어가야하는거리에 주차합니다.
더운날씨에 그래도 명색이 호텔인데 
굉장히 실망스럽습니다.더보기",주차장이 별로입니다 없어요 주차장 자리가 한참 걸어가야 하는 거리에 주차합니다 더운 날씨에 그래도 명색이 호텔인데 굉장히 실망스럽습니다 ,2019-08-01,1.0,1.0,부정
5978,휘슬락 호텔,5.0,주변에 마트있고 광장있고 너무좋아요.수영장은 생각보다 작았지만 만족합니다 ㅋㅋ1층에 서가앤쿡도있어서 식사도맛있게했습니다.근데 하필잡은곳이 유원지?앞이어서 저녁10시넘게까지는 좀 시끄러웠어요.조용한거좋아하시는 분께는 비추입니다,주변에 마트 있고 광장 있고 너무 좋아요 수영장은 생각보다 작았지만 만족합니다 층에 서가 앤 쿡도 있어서 식사도 맛있게 했습니다 근데 하필 잡은 곳이 유원지 앞이어서 저녁 시 넘게까지는 좀 시끄러웠어요 조용한 거 좋아하시는 분께는 비추입니다,2019-08-01,1.0,1.0,긍정
5979,휘슬락 호텔,2.0,"호텔이라 친절도나 객실 청결도는 매우 높았습니다. 
아름다운 운치를 느껴보고 위해 오션뷰를 예약했으나  제일 낮은 4층에  건물도 가리고 엄청 좋지 못한 뷰였습니다. 
또한 고층이 아닌데도 불구하고 수압 자체가 낮아서 씻는데 힘들었습니다.",호텔이라 친절도나 객실 청결 도는 매우 높았습니다 아름다운 운치를 느껴보고 위해 오션경치를 예약했으나  제일 낮은 층에  건물도 가리고 엄청 좋지 못한 경치였습니다 또한 고층이 아닌데도 불구하고 수압 자체가 낮아서 씻는데 힘들었습니다,2019-08-01,0.0,1.0,긍정
5980,휘슬락 호텔,5.0,"연박 잘 이용 했습니다
저는 연박이라고 놀이공원 뷰 말고 저 옆쪽 횟집 뷰로 바까 주셨는데
조용히 잘 놀다 갑니다
수영장도 잘 놀다가고(중국인이 많은게 흠 시끄럽고 매너없고)
다음에 또 이용하고 싶어용더보기",연박 잘 이용했습니다 저는 연 박이라고 놀이공원 경치 말고 저 옆쪽 횟집 경치로 바꿔 주셨는데 조용히 잘 놀다 갑니다 수영장도 잘 놀다가고 중국인이 많은 게 흠 시끄럽고 매너 없고 다음에 또 이용 하고 싶어요 ,2019-07-26,1.0,1.0,긍정
5981,휘슬락 호텔,5.0,"시설좋고 깨끗해요.
경치도좋앙요",시설 좋고 깨끗해요 경치도 좋아요,2019-07-23,1.0,1.0,긍정
5982,휘슬락 호텔,4.0,"날이 안좋아서 수영장 이용 못해서 아쉬웠어요
그래도 숙소는 깨끗하고 너무 좋았어요",날이 안 좋아서 수영장 이용 못해서 아쉬웠어요 그래도 숙소는 깨끗하고 너무 좋았어요,2019-07-22,1.0,1.0,긍정
5983,휘슬락 호텔,5.0,놀이기구쪽방은 노래소리가 시끄럽긴하지만 그거 빼고는 다 좋아요~,놀이기구 쪽방은 노랫소리가 시끄럽긴 하지만 그거 빼고는 다 좋아요,2019-07-21,1.0,1.0,긍정
5984,휘슬락 호텔,5.0,가성비 좋았어요! 근데 직원들이 별로 친절하진않았네요, 구성비  좋았어요 근데 직원들이 별로 친절하진 않았네요,2019-07-20,1.0,1.0,긍정
5985,휘슬락 호텔,5.0,"딱 한가지 단점만 말하겠습니다.
1. 장판이 한국형이 아니여서 신발 또는 슬리퍼를 신어야 함.
그 이외에는 최고입니다.",딱 한가지 단점만 말하겠습니다 장판이 한국형이 아니어서 신발 또는 슬리퍼를 신어야 한 그 이외에는 최고입니다,2019-07-19,1.0,0.0,부정
5986,휘슬락 호텔,5.0,너무 깨끗해요 직원들도 엄청 친절하고 교통도 좋고 공항이랑도 가까워요~~,너무 깨끗해요 직원들도 엄청 친절하고 교통도 좋고 공항이랑도 가까워요,2019-07-15,1.0,1.0,긍정
5987,휘슬락 호텔,5.0,수영장 물만 따뜻했으면 좋았을듯,수영장 물만 따뜻했으면 좋았을 듯,2019-07-14,1.0,0.0,긍정
5988,휘슬락 호텔,3.0,가격대에 비해서는 특별할 것 없는 곳이었어요. 오션뷰라서 92000원으로 예약했는데 정작 바다엔 고철들이ㅠㅠ 큰 만족은 하지 못했지만 하루 호캉스로 잘 즐기다 왔습니다,가격대에 비해서는 특별할 것 없는 곳이었어요 오션경치라서 원으로 예약했는데 정작 바다엔 고철들이 큰 만족은 하지 못했지만 하루 호캉스로 잘 즐기다 왔습니다,2019-07-10,0.0,1.0,긍정
5989,휘슬락 호텔,5.0,"호텔 침구류가 편하고 테라스도 좋았어요
그리고 휘슬피쉬펍도 맛있었어요",호텔 침구류가 편하고 테라스도 좋았어요 그리고 휘슬 피시 펍도 맛있었어요,2019-07-10,1.0,1.0,긍정
5990,휘슬락 호텔,5.0,호텔 1층에 서가앤쿡이 있어서 아침에 별다른 이동없이 식사해서 좋았어요 ㅎㅎ 코인세탁실도 유용하게 잘 사용했어요 ! 수영장 음식이 좀 아쉽긴 하지만 그래도 잘 먹었습니다~~ 직원분들 넘 친절하셔서 기분 좋은 여행이였어요~~!,호텔 층에 서가 앤 쿡이 있어서 아침에 별다른 이동 없이 식사해서 좋았어요  코인세탁실도 유용하게 잘 사용했어요  수영장 음식이 좀 아쉽긴 하지만 그래도 잘 먹었습니다 직원분들 너무 친절하셔서 기분 좋은 여행이었어요,2019-07-02,1.0,1.0,긍정
5991,휘슬락 호텔,5.0,침대푹신하고 앞에바다에 잘쉬다가용,침대 푹신하고 앞에 바다에 잘 쉬다가 요,2019-07-02,1.0,0.0,긍정
5992,휘슬락 호텔,5.0,"침대가 대박..
화장실에서 바퀴벌레 나온건 아쉽지만 침대가 대박..
침대가대박.. 침대가 대박.. 침대가대박.. 침대가 대박..",침대가 대박 화장실에서 바퀴벌레 나온 건 아쉽지만 침대가 대박 침대가 대박 침대가 대박 침대가 대박 침대가 대박,2019-06-30,1.0,1.0,긍정
